X,Y,"0,0","4,3","1,2","menos 2, menos 2","menos 2,3",T
0.978357738,-2.505382387,0,0,0,0,0,0
-4.707695487,-1.947172784,0,0,0,0,0,0
4.584498558,3.434465146,0,1,0,0,0,1
4.734965523,-3.614236698,0,0,0,0,0,0
1.051947252,-2.555861055,0,0,0,0,0,0
5.62340876,-4.794206593,0,0,0,0,0,0
1.816161216,-0.015588612,0,0,0,0,0,0
2.801377478,-2.085703622,0,0,0,0,0,0
-3.896151111,-4.023261449,0,0,0,0,0,0
0.225328403,-3.185435411,0,0,0,0,0,0
-3.550074476,1.432176593,0,0,0,0,0,0
3.654744201,-1.798647173,0,0,0,0,0,0
-2.792902714,-0.918093921,0,0,0,1,0,1
-4.693342488,-4.031180325,0,0,0,0,0,0
4.751000261,4.853553521,0,0,0,0,0,0
-4.912503816,-4.848644751,0,0,0,0,0,0
-4.101698366,-3.556737372,0,0,0,0,0,0
2.407422959,-0.833169429,0,0,0,0,0,0
5.166837223,2.641913681,0,1,0,0,0,1
1.602494876,3.750060159,0,0,0,0,0,0
-2.096113044,2.952054954,0,0,0,0,1,1
4.7525533,-4.656413139,0,0,0,0,0,0
-2.385018535,-2.59204687,0,0,0,1,0,1
3.151152231,-4.36840337,0,0,0,0,0,0
4.745912252,5.862074739,0,0,0,0,0,0
0.717100145,4.308796432,0,0,0,0,0,0
3.736403321,-4.814088008,0,0,0,0,0,0
-2.89280377,-3.886079554,0,0,0,0,0,0
0.431111297,1.670391862,0,0,1,0,0,1
2.611568419,4.314325744,0,0,0,0,0,0
2.745198192,2.140926962,0,0,0,0,0,0
-3.785146292,1.296927986,0,0,0,0,0,0
0.191403045,5.815960378,0,0,0,0,0,0
4.187009553,0.58556979,0,0,0,0,0,0
-3.353458793,0.804443634,0,0,0,0,0,0
1.444854205,4.746877496,0,0,0,0,0,0
-1.388451106,2.310653663,0,0,0,0,1,1
-1.470853311,-3.050162173,0,0,0,1,0,1
4.755339008,5.728063036,0,0,0,0,0,0
0.964355698,0.764420313,0,0,1,0,0,1
5.632782163,-2.189539637,0,0,0,0,0,0
-0.668189293,0.785384912,0,0,0,0,0,0
1.541445776,-3.522914411,0,0,0,0,0,0
3.040983994,5.270138177,0,0,0,0,0,0
-0.283515155,5.921414143,0,0,0,0,0,0
-1.791474068,0.465644405,0,0,0,0,0,0
3.930015977,0.366090382,0,0,0,0,0,0
-0.585333495,5.115099269,,0,0,0,0,0
5.034194667,5.176953132,,0,0,0,0,0
2.571291092,0.184375391,,0,0,0,0,0
-3.726286105,-0.383124068,,0,0,0,0,0
-3.735940293,-2.133308842,,0,0,1,0,1
5.928129077,4.027598354,,0,0,0,0,0
-4.72427416,3.477487883,,0,0,0,0,0
1.29867351,4.828489232,,0,0,0,0,0
-4.154370489,4.760272141,,0,0,0,0,0
0.483667191,4.897163579,,0,0,0,0,0
-1.704377157,-3.643547416,,0,0,1,0,1
-4.57735331,-1.716963758,,0,0,0,0,0
2.81192694,2.086531427,,0,0,0,0,0
-2.118543209,0.239186003,,0,0,0,0,0
1.509790511,-4.3257189,,0,0,0,0,0
4.402674617,-1.470987807,,0,0,0,0,0
3.159653427,-2.370949463,,0,0,0,0,0
-2.266332846,0.281005909,,0,0,0,0,0
0.415952766,-2.550085322,,0,0,0,0,0
-4.257296447,0.117182483,,0,0,0,0,0
2.799860378,2.656244033,,1,0,0,0,1
-4.314757912,-1.09282605,,0,0,0,0,0
2.202133889,-2.277680502,,0,0,0,0,0
1.311426375,1.16187279,,0,1,0,0,1
-3.085442044,-1.832801078,,0,0,1,0,1
5.002884878,3.051605371,,1,0,0,0,1
5.086896676,3.386716853,,1,0,0,0,1
-0.239832354,0.110563092,,0,0,0,0,0
3.817677729,5.478983209,,0,0,0,0,0
-3.176737442,4.804763518,,0,0,0,0,0
-4.095232235,-4.833565358,,0,0,0,0,0
-4.653980758,-1.513838368,,0,0,0,0,0
-0.14297546,2.605691847,,0,1,0,1,1
-0.713049169,-4.671534777,,0,0,0,0,0
0.096940689,-0.743746474,,0,0,0,0,0
2.705519645,3.213601726,,0,0,0,0,0
-3.999625057,-2.047488688,,0,0,0,0,0
4.400249632,-4.532734474,,0,0,0,0,0
-1.106817288,1.748199988,,0,0,0,1,1
1.128533419,4.22274093,,0,0,0,0,0
1.506756939,3.426089748,,0,0,0,0,0
-1.795834821,5.420210394,,0,0,0,0,0
-1.457358467,-2.56496087,,0,0,1,0,1
0.583855456,3.339811948,,0,1,0,0,1
0.243567216,-4.128319544,,0,0,0,0,0
4.911690037,-0.21442503,,0,0,0,0,0
-1.511839901,-4.000468492,,0,0,0,0,0
4.452100663,3.521639906,,1,0,0,0,1
0.242624095,5.395605573,,0,0,0,0,0
-4.27949106,-0.486561755,,0,0,0,0,0
0.715848658,-1.021195983,,0,0,0,0,0
2.22640024,5.113587325,,0,0,0,0,0
-0.550301981,0.87048586,,0,0,0,0,0
-0.065150491,4.324270542,,0,0,0,0,0
-2.794040007,1.894323399,,0,0,0,1,1
4.213448175,5.154004326,,0,0,0,0,0
-0.752312758,5.730823499,,0,0,0,0,0
-2.266898959,-3.067428191,,0,0,1,0,1
0.145895467,-1.299644349,,0,0,0,0,0
2.277844398,-2.500487733,,0,0,0,0,0
-4.093709868,-2.008609363,,0,0,0,0,0
-3.99045739,-1.391320705,,0,0,0,0,0
-1.853646227,1.837140545,,0,0,0,1,1
3.526869524,3.514630125,,1,0,0,0,1
3.299534067,4.000712447,,1,0,0,0,1
-0.05557461,-4.642434005,,0,0,0,0,0
-1.020689299,2.023881831,,0,0,0,1,1
4.511583887,-4.184325118,,0,0,0,0,0
1.727193793,5.034844281,,0,0,0,0,0
4.868442326,-1.966131804,,0,0,0,0,0
2.002803337,-0.910126054,,0,0,0,0,0
0.662576932,1.212479952,,0,1,0,0,1
3.265924573,-2.495071054,,0,0,0,0,0
3.66757979,4.254640373,,0,0,0,0,0
-0.495465938,3.863394379,,0,0,0,1,1
-4.546538241,5.753211336,,0,0,0,0,0
3.065443179,3.99232914,,0,0,0,0,0
0.251701182,-4.571400357,,0,0,0,0,0
3.904849265,2.742768702,,1,0,0,0,1
-1.212811873,4.953795478,,0,0,0,0,0
-4.90305015,-2.973799599,,0,0,0,0,0
4.690940474,-2.297794706,,0,0,0,0,0
-2.103443555,-3.672807221,,0,0,1,0,1
0.835572259,-3.602475977,,0,0,0,0,0
-3.727618239,-2.101114065,,0,0,1,0,1
1.275864834,0.606613116,,0,1,0,0,1
-0.325936328,5.575231949,,0,0,0,0,0
3.686840791,-0.802153812,,0,0,0,0,0
-0.577116946,0.408507225,,0,0,0,0,0
0.047423128,-2.737113647,,0,0,0,0,0
-4.12745369,-3.280108459,,0,0,0,0,0
-1.422276643,2.477343203,,0,0,0,1,1
-1.245653007,-1.60431405,,0,0,1,0,1
2.197770744,-0.576154529,,0,0,0,0,0
5.617336184,3.338215216,,0,0,0,0,0
-2.836200957,3.934611151,,0,0,0,1,1
0.286237119,4.770920094,,0,0,0,0,0
-3.96588287,2.958306646,,0,0,0,1,1
-3.923123678,-4.197034991,,0,0,0,0,0
0.990026385,-4.228218605,,0,0,0,0,0
-1.455577099,2.247317351,,0,0,0,1,1
0.357307401,5.153650101,,0,0,0,0,0
5.837351442,3.610708572,,0,0,0,0,0
-2.878831274,-0.614160561,,0,0,1,0,1
-3.695632208,-2.400135812,,0,0,1,0,1
5.611571613,-4.424924268,,0,0,0,0,0
4.936970478,3.73684899,,1,0,0,0,1
-1.564984893,5.028242363,,0,0,0,0,0
2.227228801,-1.933019431,,0,0,0,0,0
-1.902654557,2.565661781,,0,0,0,1,1
-2.818517024,1.329912231,,0,0,0,1,1
3.597463447,3.634038708,,1,0,0,0,1
-4.136567371,1.496886797,,0,0,0,0,0
4.492598104,-2.697712437,,0,0,0,0,0
0.214021654,5.492986801,,0,0,0,0,0
-4.508218927,4.499059892,,0,0,0,0,0
-1.370992666,-1.98505441,,0,0,1,0,1
0.298304483,-4.001822858,,0,0,0,0,0
4.49648134,4.316179035,,0,0,0,0,0
-2.310388334,5.17185514,,0,0,0,0,0
-0.874394027,-4.932617972,,0,0,0,0,0
3.189082024,0.184491586,,0,0,0,0,0
-3.20916899,2.803707726,,0,0,0,1,1
5.216537081,3.783135148,,0,0,0,0,0
-3.992030603,3.021547461,,0,0,0,1,1
-1.350285591,-4.975825048,,0,0,0,0,0
5.518278847,0.857529889,,0,0,0,0,0
2.335201785,2.35254386,,0,1,0,0,1
3.377029836,5.174894495,,0,0,0,0,0
0.299810755,0.532352787,,0,0,0,0,0
4.996129114,-0.519869589,,0,0,0,0,0
-2.765489958,5.510903628,,0,0,0,0,0
-3.550978188,-3.841410644,,0,0,0,0,0
1.44516669,-3.584598988,,0,0,0,0,0
4.874913394,4.091534342,,0,0,0,0,0
3.577808943,5.894784679,,0,0,0,0,0
-0.224060052,1.699266372,,0,1,0,0,1
-0.215163096,-2.596871304,,0,0,0,0,0
-0.238790739,5.346391811,,0,0,0,0,0
-2.979804915,2.418116194,,0,0,0,1,1
-2.964485787,0.677870503,,0,0,0,0,0
-4.131266745,0.201019796,,0,0,0,0,0
3.679691419,0.248993677,,0,0,0,0,0
-1.321629215,-2.476540879,,0,0,1,0,1
-0.00988748,1.85842724,,0,1,0,0,1
-2.789553368,0.832818672,,0,0,0,0,0
3.59929621,-4.440715795,,0,0,0,0,0
-4.054285554,-1.275874051,,0,0,0,0,0
-1.014605082,1.485478287,,0,0,0,1,1
-2.736820573,3.845215313,,0,0,0,1,1
-2.813109107,-1.009737101,,0,0,1,0,1
-3.92897902,4.319081135,,0,0,0,0,0
3.104680291,-4.639083627,,0,0,0,0,0
0.343699681,-4.728770527,,0,0,0,0,0
-0.111368913,-1.019832481,,0,0,0,0,0
5.589681508,1.585518342,,0,0,0,0,0
2.42319902,4.029391919,,0,0,0,0,0
2.085067045,-3.808651667,,0,0,0,0,0
1.197650232,0.618081225,,0,1,0,0,1
4.491730605,0.489619211,,0,0,0,0,0
-3.989197275,-4.991940336,,0,0,0,0,0
3.889089531,-2.763085222,,0,0,0,0,0
0.2853573,0.03041625,,0,0,0,0,0
3.552780274,-3.866428535,,0,0,0,0,0
5.130315756,-2.35886379,,0,0,0,0,0
4.39244676,-3.887453534,,0,0,0,0,0
2.880143057,-2.120056552,,0,0,0,0,0
0.554002806,2.863333167,,0,1,0,0,1
-1.050005979,0.775740986,,0,0,0,0,0
0.456704133,-4.663381408,,0,0,0,0,0
5.768328164,5.140047122,,0,0,0,0,0
-3.69692726,3.709308171,,0,0,0,1,1
-1.048145388,-3.782815692,,0,0,0,0,0
3.733511656,-0.199922165,,0,0,0,0,0
-2.877245781,-3.443496989,,0,0,1,0,1
-4.799152334,-2.185059689,,0,0,0,0,0
0.046942957,4.645698435,,0,0,0,0,0
-3.357548783,-1.427787628,,0,0,1,0,1
3.95066192,2.393644139,,1,0,0,0,1
-0.298566413,3.178643057,,0,0,0,1,1
0.658064828,3.652873569,,0,0,0,0,0
-4.98809411,-3.441988089,,0,0,0,0,0
2.777710609,2.475839357,,0,0,0,0,0
5.229769248,0.499914034,,0,0,0,0,0
-2.527090782,-4.506594426,,0,0,0,0,0
2.555822703,-1.881345717,,0,0,0,0,0
3.483507405,0.119565746,,0,0,0,0,0
-4.858537966,3.000861998,,0,0,0,0,0
-4.3458362,-3.657818371,,0,0,0,0,0
-3.954912258,2.094189367,,0,0,0,0,0
-4.934654283,0.376148104,,0,0,0,0,0
2.391337394,2.273875554,,0,1,0,0,1
-2.288110679,4.552912852,,0,0,0,1,1
-1.818230333,2.354171587,,0,0,0,1,1
5.264909395,2.696429636,,0,0,0,0,0
1.682301897,5.906578824,,0,0,0,0,0
2.944412684,-1.015421009,,0,0,0,0,0
0.839170314,4.469319318,,0,0,0,0,0
0.615514474,-0.973185758,,0,0,0,0,0
-3.616546064,-3.13239621,,0,0,0,0,0
3.973063883,5.375594943,,0,0,0,0,0
2.730567543,-0.529548609,,0,0,0,0,0
2.58611782,-4.517274518,,0,0,0,0,0
-0.398554203,0.07435159,,0,0,0,0,0
3.999980195,-2.154494012,,0,0,0,0,0
3.818532729,4.25323575,,0,0,0,0,0
5.605938004,4.905460802,,0,0,0,0,0
4.170583005,1.956619057,,1,0,0,0,1
-0.05897714,4.830354732,,0,0,0,0,0
-4.814464199,5.849571987,,0,0,0,0,0
5.578159351,-1.23654528,,0,0,0,0,0
-2.96004294,5.431767096,,0,0,0,0,0
3.293048559,4.993541974,,0,0,0,0,0
-0.355685053,-2.308049542,,0,0,1,0,1
4.960124644,-3.236657013,,0,0,0,0,0
3.561909579,3.206515045,,1,0,0,0,1
-2.811975102,2.726794263,,0,0,0,1,1
3.768698353,-0.923086988,,0,0,0,0,0
2.592284606,-4.512227223,,0,0,0,0,0
-1.332298144,4.158295826,,0,0,0,1,1
2.551286701,3.056147203,,0,0,0,0,0
-4.434475471,-2.734632035,,0,0,0,0,0
3.669779409,5.674903837,,0,0,0,0,0
-2.275136511,0.427456721,,0,0,0,0,0
5.200440064,5.537139827,,0,0,0,0,0
0.729698547,4.6105807,,0,0,0,0,0
-2.314203943,-0.857958803,,0,0,1,0,1
-0.590406969,-3.417588338,,0,0,0,0,0
-3.3081463,4.811851759,,0,0,0,0,0
5.015735439,3.9992784,,0,0,0,0,0
-1.450443254,-0.013511787,,0,0,0,0,0
-3.660581745,-3.221451406,,0,0,0,0,0
-0.514214041,1.24324311,,0,0,0,0,0
2.941697541,-1.16113747,,0,0,0,0,0
-3.559902061,-3.190821844,,0,0,0,0,0
-3.375201625,-1.896842377,,0,0,1,0,1
0.085490586,3.624212802,,0,0,0,0,0
4.551500781,0.156291092,,0,0,0,0,0
4.220757632,-1.543087884,,0,0,0,0,0
5.250758995,4.419649542,,0,0,0,0,0
5.451624895,-4.557165326,,0,0,0,0,0
4.21174241,2.647774383,,1,0,0,0,1
-1.344148053,3.895853979,,0,0,0,1,1
0.827517108,-3.159144629,,0,0,0,0,0
-1.731394459,1.527518336,,0,0,0,1,1
1.73345723,-4.962159069,,0,0,0,0,0
-0.597834348,3.491401251,,0,0,0,1,1
1.583804845,-0.092066175,,0,0,0,0,0
0.806386711,2.380392236,,0,1,0,0,1
3.352620351,-2.233928142,,0,0,0,0,0
0.591043303,2.507851526,,0,1,0,0,1
-2.890172191,0.521394083,,0,0,0,0,0
4.690718441,-1.435850985,,0,0,0,0,0
3.927704064,2.543551087,,1,0,0,0,1
-2.848076758,0.639784309,,0,0,0,0,0
-4.864635209,-0.897696977,,0,0,0,0,0
5.741491612,4.107328961,,0,0,0,0,0
-1.227912156,0.014499479,,0,0,0,0,0
-3.57216229,-1.902363983,,0,0,1,0,1
3.297858923,2.237717999,,1,0,0,0,1
3.167749157,5.939219035,,0,0,0,0,0
1.684031659,-3.161543175,,0,0,0,0,0
1.38853364,4.134646058,,0,0,0,0,0
2.017592865,1.808150748,,0,1,0,0,1
-2.835841469,-2.689417286,,0,0,1,0,1
3.179009854,1.919265858,,0,0,0,0,0
0.683379836,2.85061972,,0,1,0,0,1
1.537007559,-3.738535508,,0,0,0,0,0
5.971641508,2.344630622,,0,0,0,0,0
-3.536789544,-3.625027355,,0,0,0,0,0
3.692453949,-1.809046182,,0,0,0,0,0
4.814235456,-3.575800418,,0,0,0,0,0
2.485462728,0.046173594,,0,0,0,0,0
3.075516755,-2.759589935,,0,0,0,0,0
0.389186612,-1.56690671,,0,0,0,0,0
3.870724808,-1.597248664,,0,0,0,0,0
2.647636052,2.197500101,,0,0,0,0,0
-0.786330791,3.445933519,,0,0,0,1,1
5.610357216,-3.524589201,,0,0,0,0,0
-3.993611528,0.337078999,,0,0,0,0,0
4.91152511,0.302795508,,0,0,0,0,0
-4.555734589,-1.45346755,,0,0,0,0,0
1.532901898,2.290609248,,0,1,0,0,1
3.057109553,1.430186986,,0,0,0,0,0
0.585220981,-3.528813732,,0,0,0,0,0
0.481080344,-4.144977261,,0,0,0,0,0
-4.799004212,-1.219878725,,0,0,0,0,0
5.096474556,0.764428989,,0,0,0,0,0
5.744687705,3.269794656,,0,0,0,0,0
-0.527576707,2.08029498,,0,0,0,1,1
1.543117101,-0.413450366,,0,0,0,0,0
4.754979677,4.426662604,,0,0,0,0,0
4.025616241,4.011418958,,1,0,0,0,1
0.541672015,-1.28931033,,0,0,0,0,0
2.371408553,-4.951209704,,0,0,0,0,0
2.026489099,-0.361359683,,0,0,0,0,0
4.813816538,1.646560036,,0,0,0,0,0
0.060459935,-3.358960886,,0,0,0,0,0
0.808841428,-0.200515948,,0,0,0,0,0
3.811534191,2.505559867,,1,0,0,0,1
4.316913802,-2.252706925,,0,0,0,0,0
-1.004435751,-2.981850567,,0,0,1,0,1
-3.283458184,-4.610132396,,0,0,0,0,0
-3.163868165,4.447160614,,0,0,0,1,1
2.140601548,-0.142440838,,0,0,0,0,0
-0.719522809,5.285175877,,0,0,0,0,0
-3.430758183,-1.885694126,,0,0,1,0,1
1.974205755,2.175703322,,0,1,0,0,1
-3.735086526,5.986440769,,0,0,0,0,0
1.990173475,3.610299697,,0,0,0,0,0
-3.383925328,-1.421451035,,0,0,1,0,1
-4.304622562,-4.222554126,,0,0,0,0,0
-1.076010762,3.163350385,,0,0,0,1,1
-3.274367465,0.02911188,,0,0,0,0,0
2.055593241,2.53286253,,0,1,0,0,1
4.279053643,-4.011465661,,0,0,0,0,0
1.65887497,4.780121326,,0,0,0,0,0
3.168496329,5.634437983,,0,0,0,0,0
-0.349937385,4.293105867,,0,0,0,0,0
4.013572395,4.480511169,,0,0,0,0,0
-0.528378318,0.769505538,,0,0,0,0,0
4.258611317,4.543900757,,0,0,0,0,0
-3.496394337,-1.154963861,,0,0,1,0,1
3.735257725,0.704328441,,0,0,0,0,0
-0.73410505,-3.309973276,,0,0,0,0,0
0.896924026,2.20338941,,0,1,0,0,1
0.76044287,-2.721945957,,0,0,0,0,0
3.557550901,-4.147401664,,0,0,0,0,0
-1.487204556,-1.674808596,,0,0,1,0,1
2.89313456,-0.978924034,,0,0,0,0,0
1.881813916,2.074481765,,0,1,0,0,1
1.475523206,-3.423387561,,0,0,0,0,0
4.78717682,4.661819952,,0,0,0,0,0
4.410627405,-0.17425797,,0,0,0,0,0
5.525572743,5.281059709,,0,0,0,0,0
-4.836195308,4.207921396,,0,0,0,0,0
-2.326016764,2.457794728,,0,0,0,1,1
-4.468056272,3.973220443,,0,0,0,0,0
-3.29261448,-0.556316769,,0,0,0,0,0
-3.205696115,3.475925769,,0,0,0,1,1
2.64694844,2.402517986,,0,0,0,0,0
1.269104646,2.861279283,,0,1,0,0,1
2.021566189,1.279416023,,0,1,0,0,1
3.584844632,-2.079623531,,0,0,0,0,0
3.582959294,-2.501383876,,0,0,0,0,0
-3.174627834,-0.764588677,,0,0,1,0,1
-3.727554887,3.592924399,,0,0,0,1,1
-3.139249971,3.523435986,,0,0,0,1,1
3.271149029,0.470418403,,0,0,0,0,0
0.695368618,3.274983684,,0,1,0,0,1
-0.337007799,-1.411354746,,0,0,0,0,0
-3.73674543,0.228293961,,0,0,0,0,0
-4.478663957,5.322467131,,0,0,0,0,0
-2.093612391,-2.3028259,,0,0,1,0,1
-0.90565779,-0.183277046,,0,0,0,0,0
-2.213264743,-0.657113096,,0,0,1,0,1
4.930869253,2.068978654,,0,0,0,0,0
4.88784739,-1.168645168,,0,0,0,0,0
1.600240814,2.411676819,,0,1,0,0,1
-1.618081552,-2.948468811,,0,0,1,0,1
1.894495138,-0.074071217,,0,0,0,0,0
-1.325099611,3.719327121,,0,0,0,1,1
5.84709617,3.640619579,,0,0,0,0,0
3.333125491,-1.706058793,,0,0,0,0,0
2.997098265,2.653453301,,1,0,0,0,1
-0.214023544,-1.612769631,,0,0,0,0,0
0.284512287,0.258691031,,0,0,0,0,0
-4.413050514,-4.940393176,,0,0,0,0,0
-1.157808567,3.205760447,,0,0,0,1,1
-2.212043439,-2.161383773,,0,0,1,0,1
-0.50007387,4.048568474,,0,0,0,1,1
-2.632933019,-1.444213691,,0,0,1,0,1
-3.96198397,0.166401908,,0,0,0,0,0
5.830715138,4.987525948,,0,0,0,0,0
3.313749395,1.57712619,,0,0,0,0,0
-0.774402918,-3.376723338,,0,0,0,0,0
-2.647707003,-0.900494669,,0,0,1,0,1
1.448766139,-4.24726798,,0,0,0,0,0
-0.339957776,-1.431811055,,0,0,0,0,0
-0.307645846,1.889855843,,0,1,0,0,1
-1.354553349,3.980645016,,0,0,0,1,1
2.674829873,3.578119135,,0,0,0,0,0
1.539490662,1.001509341,,0,1,0,0,1
5.416563311,-1.581664938,,0,0,0,0,0
-3.857273475,0.920872485,,0,0,0,0,0
0.546745537,3.751272278,,0,0,0,0,0
2.588917286,0.096892699,,0,0,0,0,0
0.754034791,-2.986219452,,0,0,0,0,0
-3.700063367,-3.429880653,,0,0,0,0,0
-2.383659181,-4.881632578,,0,0,0,0,0
4.177608699,2.314809826,,1,0,0,0,1
5.494216517,2.643624751,,0,0,0,0,0
5.377707477,5.57023258,,0,0,0,0,0
-0.622316531,1.351339977,,0,0,0,0,0
