text,sentiment
Existirán muchos días bonitos pero como hoy ninguno.,Positive
@GABYBRV1  @omar_brv ???? http://t.co/9YKMniMmGm,Positive
@edith_lopezrmz ya veeeeeeeeen!!!,Positive
Así debería @EPN  detener a tanto jijo de la chingada delincuente protegido por la #pgjem y #policíamunicipal d @Ecatepec. #LiberenaMireles,Negative
"Y que me pregunta un compañero de clase: Oye, ¿qué color es el rojo? ¿Qué colores combinas para hacer el rojo?
Jiji",Positive
"@Sarahi_Grr Ñunca, Jamás, Te Adoroooo :3",Negative
"Te escribo porque es la única forma de despertar a tu lado. 

@Sarahi_Grr",Neutral
@metadann siempre es mejor con alguien eso si,Neutral
"@Ady_Carmesi nadie lo ve, pero es su manera de justificar encarcelar inocentes.",Negative
#pugsnotdrugs.,Positive
@breaker_beat peor que eso: mis ilusiones y mi felicidad... Y NO me refiero a la consola. ??,Negative
"@sal_lombrozo @ZuleymaHuidobro Comisión investigadora, caso #GuarderiaABC no tiene fecha ni compromiso para dar resultados a la sociedad mx",Neutral
Venga ahora sí inicial la fiesta de un mes del deporte más hermoso del mundo #MundialBrasil2014,Positive
@BarbaraSinatra gran error de un gran arquero ???? me decepcionó.,Neutral
@Sarahi_Grr,Positive
Hambree,Neutral
Nistoypedo,Positive
Acabas con el pinche poquito romanticismo que queda en mi amargado ser.  Gracias. ?,Negative
Y cuando ella vuelve yo no voy a estar. ) :,Neutral
Coming home ?? http://t.co/jPyalReyCd,Neutral
@Sarahi_Grr nuestra canción :3,Positive
"Let'sGo ?? (@ Estación de Servicio 11209 ""ADASSA La Joya"") https://t.co/WctS5jdhP7 http://t.co/ELRKIyzKVW",Negative
Capacitación oral guatemalteca.,Neutral
Ah como chingan! Una ya no puede poner que regresa a tiro porque uuuh.  Disculpen por no depender de ustedes.  ??,Negative
Voy a publicar en Facebook que me gusta el maestro de Macroeconomía.,Neutral
@soyfeito jajaja equis es juego jajaja,Positive
"@alexarualcaba Pues por que así es, quien me va a regañar? Jajaja? A mi nadie me regaña chamaca????",Negative
Te amo como nunca imagine amar a alguien. ??,Neutral
"@eruviel_avila @malfarguz Atienda prioridades Sr. Gobernador, @Ecatepec espera mayor atención.",Neutral
"Ah pero cuando andas en la calle ni te duele verdad. 
-Mi mamá siempre que me quejo.",Neutral
Alguien buscara crear cortinas de humo mientras se discute reforma energética en Mexico.,Neutral
Aveces tu crees que tienes muchas amigas pero en realidad solo tienes a una @kariina_mz ???,Positive
#UnMilagroSeria que me dijeran que si y que me dijeran cuando!!!,Positive
@Abath_Comans será el otro,Positive
Oye @LoadCoaster ¬',Positive
*Se encierra en su recámara*,Negative
@mysexykiaramia @bklynprojects @JMoustache hottest and horny!,Negative
#Brasil2014 http://t.co/VTacfaSDlY,Neutral
Nos merecemos esa oportunidad.  Sin los errores de hace 4 años.,Negative
El 200,Positive
@Abath_Comans como debe ser,Positive
Otro día más sin ir a tiro con arco. http://t.co/5gKBb67hkk,Neutral
"Fluyo como pez, me sobra lucidez.  ??",Negative
@lizzy_Davila muchas felicidades ????????,Positive
@lyvela it might not be the right time... ?? but its...,Positive
"Y un día llega alguien que te desacomoda todo, el sueño, el tiempo, la vida, el alma, y entonces sueñas, vuelas, vives y amas.

@Sarahi_Grr",Neutral
"La nueva ley de Mancera afecta a todos
#NoAlHoyNoCirculaSabatino",Negative
Buenas Noches @Sarahi_Grr TE AMO.,Positive
No me hagan firmar carta compromiso por fi porque más ganas de huir me dan.,Negative
Aquí van más je je http://t.co/noE8ptQvZp,Positive
@Ondskkan muchas gracias.   :(,Positive
"Nosotros siempre aplicamos cuando dormíamos.. ""juntos pero no revueltos"".",Positive
Vamos a celebrar que siempre estaremos juntos.,Positive
@Sarahi_Grr,Positive
"#NBAGAMETIME Tonight from American Airline Center, Dallas. Tx 7:30 p.m. CT. #Lakers @ #Mavs in LIVE http://t.co/5djgeHm5DG",Positive
"""2 semanas de vacaciones""
¿Osea que pedo? :( ??",Negative
Mi cara al ver mi último follow ?? http://t.co/Eo8bfXu1Um,Positive
"Saben que valió madres cuando pongo en modo ""sesión privada"" Spotify.",Neutral
Creo que hoy no podré dormir. INSOMNIO de nuevo NOOOO :(,Neutral
@cberenicegil aparte de ???????? tmb anda de ?????? q barbara ????????,Positive
"Es difícil cuando una de tus mejores amigas está de intercambio en otro país,  y casi no coinciden en horarios.  ??",Neutral
"Soy un fragmento de lo que he sido. Pocas veces me he encontrado, no sé cuantas me he perdido.",Neutral
http://t.co/7iprnW8hLy,Positive
La vida es eso q disfrutamos cuando nos vale +#€% la opinión. De los demás,Neutral
De que mas de 10 patrullas parando carros para mordida que patrullas en las calles donde ocurren los robos #CorruptosDeMierda #YaMeCanse12,Negative
@LuisEMtzR buuuu,Negative
"@AtzelMz Me lo imagine 7.7 
Gente tramposa y tu. Yo todavía que no te envíe un duelo por ser considerada y ve como me pagas.",Neutral
"Ya acabe la primera temporada,  vamos por la segunda. LTM ??",Positive
@Sarahi_Grr TUYA :3 http://t.co/TKlDiNu1Rx,Positive
Por qué ese? Por qué tu? Por qué ahora? Por qué se te ve tan bien? Por qué seduces así? #Ihateloveyou #MeEncanta,Positive
@Paola_Rojas_H Buenos días,Positive
Ya  ya ya no puedo esperar más Julian!!!! ???? Eres y serás el hombre más sensual de todo el mundo. ?? http://t.co/uxoagTcynz,Negative
"Mi mamá en vez de ayudarme a encontrar una solución,  se ríe porque dice que cuento mis problemas de manera muy chistosa ¬¬",Neutral
Personas que no deberían vivir... Y... http://t.co/JSxXycHLda,Negative
The way u are...,Neutral
@SirenaArias have u.... https://t.co/egkhTeM8bf ??,Neutral
Mexicanos no estamos solos el mundo tiene sus ojos en nosotros. HOY REALMENTE PUEDE PASAR ALGO http://t.co/igPxbMTEAX,Negative
"Mañana en vivo en la explanada Tlatelolco, @Nastygirlsmx Live! http://t.co/sb4Uhb4dHo",Neutral
@SirenaArias en mi depa.,Negative
"Pues no, pero me salió en bimbo ?? http://t.co/EhCEVegB7o",Positive
@CarlosLoret primero buenos dias saludos Ingrid Raquel Odalys clarck Toño arvizu enrique voz1N,Positive
No me quiero ver así  en unos meses. ??,Negative
@iQueLoco pues va ??????,Positive
"Y hoy en el @StarbucksMex de Santa Mónica Edo.Mex los empleados de jeta ni buenos días te dan, parece q atienden una fonda",Negative
Hay que aprender a sentir el Amor sin quitarse la ropa y a sentir el sexo sin quitarse el corazón.,Positive
¿La ha pasado que ser van a dormir y están pensando en todo lo que han hecho y o que hay que hacer y no pueden dormir?,Neutral
@Viochan si sigue usándose,Negative
"Que en mi cabeza había un sueño Y que se ha hecho realidad!! 
&amp;quiero contarle al mundo entero... Que tu vida es lo que quiero. ??",Neutral
Que ternura :3 jajaja http://t.co/ZuYQ2ZNVNQ,Positive
"@dany_vald de miedo chava, saludame a mi compita el @PPG_SS",Negative
La rompió en los #Emmys2014 #BreakingBad,Neutral
"Sin duda alguna la pase genial, gracias por compartir una horas y muchas risas conmigo! &lt;3 @ Six Flags… http://t.co/usbIpoehOJ",Positive
@magiie29 Yuar de lob of mai laif for evo ?????? Cuchurruminas estail ??nosempapoundelfín :( @ Six Flags… http://t.co/uv4jA7qXUt,Neutral
Un agotador y bonito día. :') @ Six Flags Mexico http://t.co/fzem9ux2eS,Neutral
???? HAHAHAH* @ Six Flags Mexico http://t.co/cpC1hEokvr,Positive
Dos cachitos de mi corazón. @ Six Flags Mexico http://t.co/On2JsJ35G9,Positive
7 Meses ???? @ant0njmz te amo !! 25/01/14 @ Six Flags Mexico http://t.co/8cSWszbAvF,Neutral
Selfies time ??? @ Six Flags Mexico http://t.co/BOKANhY2IY,Positive
"Hace unas semanas con el amor de mi vida en six, gracias por hacerme reír siempre y ser cursi y… http://t.co/wj8Y4gbQqh",Positive
A tu lado me la paso de maravilla te amo ??? @ Six Flags Mexico http://t.co/lTMgWOLOTn,Neutral
Slif slif...!! @ Six Flags Mexico http://t.co/NI2eYQYVLB,Neutral
#TheJoker ???? @dayis6 @ Six Flags Mexico http://t.co/6nKUUDumdJ,Neutral
???? @ Six Flags Mexico http://t.co/LMgDUYP9iM,Neutral
?????? @ Six Flags Mexico http://t.co/HvDRivZ6Io,Neutral
Whit the Perfect Girlfriend #SuxFlags #FestivaldelTerror ???? @ Six Flags Mexico http://t.co/dtypBwGs7t,Positive
Because I'm happy #ChristmasTime @ Six Flags Mexico http://t.co/54yZAGC43p,Neutral
"(?) ""Detrás de cámaras"". (&gt;.&lt;) @ Six Flags Mexico http://t.co/9GvAFZP2ev",Neutral
Far away from the memories of the people who care if I live or die. ????? @ Six Flags Mexico http://t.co/vj6wC9GzRL,Neutral
"De verdad que #SixFlags luce hermoso... 

#Ruedadelafortuna #Mexico #Adorable #Pictureoftheday… http://t.co/2UHkkjcwpI",Positive
"Jajaja, tenía que subirla ... ????

#SixFlags #Mexico #Sunshine #Haha #Instafashion @ Six Flags Mexico http://t.co/KcNcUgG0OX",Neutral
"La medusa! ???? 

#SixFlags #Mexico #Medusasteelcoaster #Style @ Six Flags Mexico http://t.co/5koUDOTWf5",Neutral
?? @ Six Flags Mexico http://t.co/jg5FUUPx2M,Neutral
"Con mi hijo 
#SixFlags #Gemelos #Doble #México #MensStyle #Fun #Noche #Luces #Rosa @ Six Flags Mexico http://t.co/NdEW8RhGDk",Neutral
Quiera o no a partir de mañana me pondré a estudiar.,Neutral
Nos vemos el 10 de Junio a las 5:30 PM. Por la dignidad de un pueblo que ya no aguanta más tanta manipulación y mentira.,Negative
Sarahi &amp; Kike &lt;3,Neutral
"Caray, qué noche tan increíble compartí con estos maravillosos amigos. Lo mejor fue pasarla en la… http://t.co/u3sRl53BUy",Positive
"Everything's getting better (six flags time)
#friends #lol #YOLEANDO  #CACHETES @ Six Flags Mexico http://t.co/3pC5Cm0jG1",Positive
"Se supone que con ese gorrito me gané su corazón, jajajajajajaja X'D @ Six Flags Mexico http://t.co/Uf1z0spGAO",Neutral
"Uno de los mejores dias q he tenido con mi niña, te adoro @ Six Flags Mexico http://t.co/Wtq7d3D5Ul",Positive
Tonight was OMG! I'll never forget it #GoSixFlags #SixFlaxMexico #Batman @ Six Flags Mexico http://t.co/CRkyaI7mMc,Positive
#batman ?????? @ Six Flags Mexico http://t.co/mlEKe5G8ra,Negative
En la fila para #MedusaSteelCoaster :3 jajajaja xD @ Six Flags Mexico http://t.co/5k0fHEoLeO,Positive
Perfect day meeting new people. ???????? @ Six Flags Mexico http://t.co/iAghps4JNX,Positive
"#SixFlags :3 ????????? 
@swaggy_ivanaa ????????????
@itzelramirez20 ?????????? @ Six Flags Mexico http://t.co/ZXeeTZzc3d",Neutral
"Amo muchísimo a esta vieja.
#love #TagsForLikes #TFLers #tweegram #photooftheday #me #instamood #cute… http://t.co/hADTiik4dN",Positive
Six Flags?? @ Six Flags Mexico http://t.co/yOQS3gVpnv,Neutral
"Casual que Batman Te pide una foto &lt;3
#Batman #SixFlags #Happy #SuperHéroe #Favorito @ Six Flags Mexico http://t.co/hW3dP3xgJR",Neutral
#SixFlags #Superman geojbravo @rashv @ Six Flags Mexico http://t.co/pbDDTjQyoA,Neutral
#sixflags #SlingShot aarchundia91 @ Six Flags Mexico http://t.co/DxMqqbeFm8,Neutral
At Six Flags? Let me take a #Selfie ???? @ Six Flags Mexico http://t.co/14J3L4svfb,Neutral
Reunirse en equipo es el principio. Mantenerse en equipo es el progreso. Trabajar en equipo asegura el… http://t.co/Sdz098PbiN,Neutral
"Iba caminando y entonces vi... Una ardilla posando para mi ??

Sígueme y conoce Mexico desde mi… http://t.co/aEycuw7FFe",Neutral
Amazing shoot taken from the video of eugenioderbez with @drakebell riding the new medusa steel… http://t.co/WKEbmYdOVY,Positive
?? día bonito ?? @ Six Flags Mexico http://t.co/ergutVmZl1,Neutral
Aquí con porky. ? @ Six Flags Mexico http://t.co/c2HsFOb0nu,Neutral
Hoy en #sixflagsmexico!!! @ Six Flags Mexico http://t.co/omlVi8fVtu,Neutral
Siempre a tu lado me la paso genial te amo bebe .. \^-^/ @ Six Flags Mexico http://t.co/3EQlQf717q,Positive
Jeje.....!! @ Six Flags Mexico http://t.co/DODL5eLiz8,Positive
Mi bebé. ..!! @ Six Flags Mexico http://t.co/UWLXE6QXlq,Neutral
@AtzelMz Lo que pasa es que nos falto un duelo jajaja,Positive
El selfie del sábado mundialista http://t.co/e2FMIZBHNT,Positive
El mundial de @jamesdrodriguez,Neutral
"Please don't go, I'll eat you whole, I love you so, I love you so..",Positive
Por que ???? Hoy ....wtf;,Negative
"@GranEncuesta @MiguelHerreraDT @miseleccionmx la gente solo se acuerda de lo mas reciente, pero  hace 4 años como clamaban por el Vasco",Neutral
"Tal vez sería el momento de escapar, pero la vida no te sonríe cada viernes. Tal vez deberíamos aceptar que nos perdimos y ya está.",Negative
"Venga, @ComedyCentral nueva temporada de #StandUpEnComedy soy megafan!",Positive
Oye....  @Sarahi_Grr,Positive
Mi RT anterior es autotroll. De nada,Neutral
@FerBysex DM?,Positive
"Así  me duerma a las 3 am viendo Lie  to  me y me despierte a las  9 am en vacaciones,  no importa todo lo vale.",Neutral
Por hoy no me queda más #suscríbeteamicanal #buenas noches #sueñaqueviajas @voxrpmexico @CocinayComparte @AreliPaz @saiirene @irenesexologa,Negative
"Las pasiones se besan, se sienten, se sudan y se chupan. No se razonan.",Negative
"Yo solo quiero que quieras conmigo lo que yo quiero contigo.

UnFuturoPorEjemplo. &lt;3",Positive
"@quechito007 la ambulancia!!! No manches neta estuvo genial y  un gran orgullo terminarlo, ya checaste tu tiempo?",Negative
"@ScumbagMag @polituitts Ah y avientate un huelum al final de entregar tu pliego petitorio si no,  es como si no hubieras hecho nada.  ??",Neutral
@OhMichBebe Que le hagan un favor a la humanidad y se maten. ??,Negative
@rafael_olague te da miedo! Nena.,Negative
@Poetaramz Jajajajaja aveces se me sale sin querer xD,Negative
@Gigi_maltiempo @Poetaramz @LaPostModerna lel que mala onda :v pues yolea que valga la pena estar doblemente castigada o algo xD bueno digo.,Positive
@AtzelMz jajajja *Le manda muchos duelos *,Positive
@ELPINERO @tsquique @Javier_Duarte @UniNoticias @EPN Que mal la están pasando en Ver. Y @SEGOB_mx no encuentra solución.,Negative
"EL HORROR DE SER NIÑA EN EL EDOMEX http://t.co/2fvgJpnj4D ""Gob. Que trabaja y logra en Grande"" ???",Negative
Voy por las enchiladas,Neutral
Ya a dormir que afuera anda hardcore el asunto,Neutral
"@Gabbylicious7 ojalá eso fuera, ya no es seguro andar fuera",Negative
@Gabbylicious7 pero hubo un tiempo que podíamos andar sin problemas...,Neutral
@Gabbylicious7 pues si :(,Positive
Me quedé con media estocada de bacacha du blanc,Negative
"#NOALHOYNOCIRCULA
#MANCERARENUNCIA",Positive
Madrugando por Amor :3 http://t.co/brnv0rljVf,Neutral
En fin son libres para considerar músicos a cualquier persona.,Negative
@EXHS ¿y los demás?,Negative
"No hace falta decir adiós para irse, de hecho uno se va mucho antes de decirlo, de hecho uno lo dice por si acaso, para que no queden dudas.",Negative
Mi canción del día.. De todo. ?? http://t.co/CfRuqbOQXy,Positive
"Te odio,  te quiero,  me gustas así en ciclo por siempre.  Bye",Negative
"@luizzrivazz los tiende camas son los de hotelería, los que se creen chefs son los de alimentos y bebidas y a los de agencia nadie los pela",Neutral
Lo malo de comprar boletos con alguien para ir a un concierto es que es un lazo con esa persona :/ mínimo de aquí al concierto.,Neutral
Historia de vida. http://t.co/mOE1W5G2qR,Positive
@lyvela Lidia las palabras sobran... Perdón.,Neutral
"En la re-habilitación del @STCMetroCDMX urge revisar plan de seguridad, higiene y riesgos potenciales. Ni protección civil participa.",Neutral
Porfavor amo a cd9 @RadioDisneyMX  5550326927 #CD9estáenRadioDisney,Positive
Soy muy feliz para mis 19 años.,Positive
Creeré en las comisiones legislativas cuando incluyan gente de la soc. Civil. Actualmente solo son la antesala del rotundo carpetazo.,Neutral
@AtzelMz *se olvida de su dignidad y le manda solicitud para una vida *,Negative
@osorio_malu @MaguMonero De acuerdo.,Neutral
"@Gab_Bazan Ese día atinandole a la letra porque no dábamos una, pero ya me sé las importantes para cantarles a aquellos ?",Positive
"@Gab_Bazan Nos matamos,, nos aventamos al escenario. La quitamos a ella y cantamos nosotras.",Negative
@eruviel_avila Haga itinerante su gabinete por los municipios donde nunca ha estado.,Negative
#te espero 7pm canal 151 cable @Mexico_Tv en check con @AreliPaz @voxrpmexico @VmonosconLizVeg @americanguiano @EddyWarman @judithguerra1,Positive
Buenos días. &lt;3,Positive
Flores Magón mandaria a la chingada a estos anarquistas provocadores.,Negative
@PiensameAmor... si nos toca purgatorio ya me espabilaré...  Que suerte que aún hay gente que lo hace fácil.??,Positive
"@luizzrivazz la verdad si,  el poli no es el mismo sin las rivalidades entre escuelas :). Ya fue mucho amor.",Negative
@uurcherrybomb John Legend y sus muchas canciones perfectas y en especial All  of  me ????,Positive
"@AlfonsoPichardo jajaja me toco escucharla, no la vi ni nada parecido ??",Positive
"“@Idolodemillones: En un mundo de hipócritas, los sinceros son los malos.”",Negative
@lyvela cómo?,Positive
"Una noche infinita con tu(mi) PLAYLIST preparado...

Sonic Youth - Superstar. http://t.co/6NpL5Ve3JW",Neutral
"Dos hrs. De atención al distractor futbol, no pueden condenar tu futuro y el de tu familia, mantente informado con las reformas y actua Ya!",Neutral
Volvamos A Hacer El Amor Como Aquel Día.??????,Positive
Siempre llegamos a nuestra cita con 30 segundos de diferencia.,Negative
Votar RT Votar RT Votar RT Votar RT Votar RT así ah estado mis 2 últimas semanas  #EMABiggestFans1D,Negative
Wooow estrenando cel New esta genial hehehe,Positive
"T E E X T R A Ñ O 

@Sarahi_Grr",Positive
Qué hace Galilea participando #LaVozMexico??,Positive
#NowPlaying  Los seres únicos... Te nombro culpable de mi gris situación. ?? http://t.co/b0EWnNJfVn,Neutral
Me alegra saber que te rompieron el corazón... Significa que aún funciona.,Negative
Belice. http://t.co/xmdmkMvruB,Negative
"Jajaja, feliz fin de semana amigos http://t.co/XfHLQd8uBP",Positive
"@AtzelMz jajaja el que gane es el ganador de ganadores :) jajaja 
Te mando la revancha.",Positive
Poquito más de 3 horas para reencontrarme con la mujer y Amor de mi vida. @Sarahi_Grr,Neutral
@StarbucksMex  ¿desde cuando sus empleados se volvieron tan groseros?,Negative
"Una mujer y un instrumento musical tienen en común que son lo mejor del mundo y que según cómo se toquen, gimen las mejores melodías.",Positive
"Si todos los hombres nos enamoráramos de la mujer que vive dentro de cada mujer y no solo de la de fuera, el mundo sería un mejor lugar.",Neutral
Si eres de las que traga como bestia y no engorda ya ganaste princesa. ?? true history.,Positive
Y de seguro la mamada de que se salió Laura fue porque iba al baño #LaVozMexico  preparado estoy!,Negative
Ya total si mi movilidad va a valer madres este semestre pues que valga con gusto. ??,Negative
No sabes como valoraba tu sencillo coraje de quererme.,Neutral
Passenger - I hate (al español): http://t.co/TdY5NFmaBC,Positive
@PaoPuente hodiamemhaz! Wait... Jajaja. ??,Positive
Love  of  Lesbian acaba de confirmar fecha para México ??????????????.,Neutral
@ecatepec municipio de mayor auge económico en @edomex carece de muchas obras de interés social.,Neutral
Ja ja ja no mames...,Positive
Se acabo el #mundial2014 ??... Bienvenido sea el apertura 2014 @PumasMX  este torneo es suyo #DiasDeUniversidad,Neutral
Marcador de este partido @leonrangel?,Neutral
"Mujeres que se desnudan tan sensuales en las letras, que dan ganas de hacerles un poema en la piel.",Negative
@Sarahi_Grr te Besare hasta que me digas ya no por favor :3,Positive
"Te vas a vivir con una de tus mejores amigas  a Quintana Roo.  Tu a una ciudad al Sur,  ella al Norte.  ??",Positive
@luizzrivazz mucho! Y por lo que he visto muchos no están de acuerdo con esta marcha aparte del paro que ya nadie quiere.,Negative
Tengo miedo de salirte a buscar y poder encontrarte...,Negative
Shut up and let me go!!,Positive
"Sin los errores,  sin las personas,  sin pasado.",Negative
Joder... ????,Negative
"Check out ""Animation/FX Reel"" on Vimeo http://t.co/JXXgZZN3Qx #Vimeo",Positive
Cuantas comisiones investigadoras de legisladores se han creado? Cuantas han cumplido su encomienda con éxito? Son una burla a la sociedad.,Neutral
@eruviel_avila @edomex Ahi le encargamos las obras de colectores pluviales en @Ecatepec Riesgos de inundación grave.,Neutral
Primer año que no ando tan grinch y llega alguien a cagarla ??,Negative
Emputa la ineptitud de gobierno general.,Negative
"Mi mamá mandándome como 1255789 Whats diciendo  ""A levantarse"". ??",Negative
Ya no tengo manera humana de escapar de ti.,Neutral
"Rompiste mis esquemas,  rompiste todo.",Negative
No hay nada más bonito en el mundo que llegues de entrenar y te reciban con palomitas de pollo. ??,Positive
Ni tiempo me dio de decirle que el Lunes no porque estoy en exámenes. Odio a la doctora por amargada y no escucharme.,Negative
"Triste es alcanzar a ver luz al final del caos, y darse cuenta que se está más hundido de lo que uno cree. ????",Negative
"Mexico incongruente en compromisos x el medio ambiente, permite, esto suceda en DF. Sin aire y agua, mata arboles. http://t.co/a2o9zIkroH",Negative
Alguien sabe porqué es el paro de camioneros en periférico?,Neutral
Nuevo avatar,Positive
"Si vas a mandar a alguien a la chingada no olvides decir gracias al final de todo. 
Porque la educación hasta el final. (:",Neutral
"Escribirte es otra forma bonita, temporal y pasajera de borrar distancia entre nosotros.

@Sarahi_Grr",Neutral
#soygodinezcuando el estrés q tengo no es producto del trabajo sino xq en la quiniela de la oficina voy hasta abajo Gracias #Rompequinielas,Negative
"Ser parte de algo especial, te hace especial... ?????? @ Starbucks Mundo E http://t.co/eCsA5fFlZB",Neutral
Estrellas oculten su fuego. No permitan que ninguna luz vea mis oscuros y profundos deseos...… http://t.co/VabJtNs2F2,Negative
Mi backpack tras regresar del Mundial. http://t.co/gETPywkadT,Neutral
"I'm at Lienzo Charro Reyes Iztacala in Los Reyes Iztacala, 2da Seccion, Tlalnepantla, EDOMEX https://t.co/lpOeg3W2Lr",Neutral
"@RS_Vargas le sabe un poquito al blues pero de eso a que sea buen guitarro , difiero.",Positive
Esperemos y no pase nada en mexico con esta en fermedad terinel pedimos al govierno que esten atentos acualquier porbelma del virus gracias,Negative
¿Cómo que se llevaron a uno de los perros de la EST a la marcha? No mamen ¬¬,Negative
@luizzrivazz Soy de Planificación y gestión del desarrollo turístico y simplemente somos lo rescatable de la EST. Soy honesta.,Neutral
Estar comiendo con mi familia y de repente pasan un documental de Quintana Roo y automáticamente sonreír.  ??,Positive
"@luizzrivazz No,  ya somos todos amiguitos. ??",Positive
"Fui la primera ??.  @craftingeek 
Gracias por los videos tan bonitos. ?? http://t.co/RFmRzMQdbl",Neutral
Preguntados y..  ¿Cual es el verdadero nombre de una actriz porno? :$,Positive
Hasta en el campo de fútbol se ve la crisis de #Brasil2014... #HOL aplasta al pueblo...,Neutral
"Era un Rey de chocolate, con nariz de cacahuate, cantan víctimas del elefante que fue baleado por Juan Carlos I.",Negative
"Silencios...

 https://t.co/XqflTPdKaB",Positive
"A veces no es suficiente con decirte “Te amo” entonces te lo escribo para que lo leas a cada rato, sonrías y nunca más lo dudes. @Sarahi_Grr",Positive
"Todos tenemos secretos que no compartimos con nadie. Yo no te comparto ni con mi sombra, mi secreto eres tú.

@Sarahi_Grr",Negative
"Supe que eras adicción, cuando noté que volvía cada día a buscarte la sonrisa y besarte la mirada.

@Sarahi_Grr",Neutral
Soy mujer y a ratos estoy muy feliz a ratos triste.,Negative
@luizzrivazz Si de hecho y mira que hacemos mucho. Y si en serio les enseñan a tender camas. Si yo te contará... Todo lo que se hace en EST,Neutral
"El día que yo defienda a ""mi novio"" ,  lo justifique y/o no vaya a algunos lugares porque el no va,  ese día me matan por favor.",Negative
Mamá casualmente ahorita que ya pasé las materias que iba reprobando. Pum Saes ya abrió. Ya puedes ver mis calificaciones.?,Negative
Contigo hasta enloquecer...,Positive
"In Mexico city, officials allow to kill a tree this way on impotant avenue. No air, no water to survive. http://t.co/TJrtxuQtTv",Neutral
Apuesto que hay muchos estudiantes de Psicología que ni pinches quieren su lugar.,Negative
Ya el mundo puede rodar.,Negative
"La #Reforma política electoral VIOLA de manera abusiva, el Art. 1 de la Constitución Política de los Estados Unidos Mexicanos.",Negative
"Hoy por ser día de mi Santo, la luna ya se metió.",Negative
China containers come back empty from Mexico because lack of export support from Mex Gov.,Neutral
@AtzelMz Inicia el juego porfa que no me deja a mi :(,Positive
"Si se roban gasolina y diesel, que no pueden puedan robar material radioactivo. Que no hay estrategia de resguardo y custodia confiable?",Negative
WOW,Positive
"Las mujeres más interesantes vienen con experiencia en el Amor, no se conforman con una cara bonita, también quieren que ame y coja bonito.",Neutral
Quieres ser mi novio. Te pago.,Negative
El Canto del Loco - La Suerte De Mi Vida: http://t.co/3JtcnizrAZ,Positive
20/20 ??.,Positive
Como cuando te pones a comentar las publicaciones de las páginas de Fb porque sabes que los de ingeniería comentan...,Positive
"Soy mujer y me caga que hagas lo que yo digo tal cual,  que no me contradigas ni poquito. ¬¬",Negative
@luizzrivazz jajaja le hubieras tomado foto jajaja.  Estoy segura que rifo tu cartel jaja,Negative
@luizzrivazz ¡No es cierto! Jajaja no la verdad ni fui a la marcha.,Neutral
"Lista la primer letra de la nueva rola de mis @Nastygirlsmx salió y fluyó rápida, aparte suena mamona, esperamos estrenarla lo más pronto...",Positive
@sandiapolinar ya no mas Sandrita! ;),Neutral
@0RTOGRAFIA En el @edomex aplica para muchas obras y servicios inconclusos.,Negative
Pero andale siguete durmiendo del lado del que no debes.,Neutral
Creo que yo sé cocer mejor. Y eso que jamás lo he hecho.,Positive
"""Vamos al Music&amp;Fut"" para ver a las mismas bandas del Vive Latino, del Corona Music, de Rock en Exa y Telehit :v",Positive
Se me antojó un pollo rostizable. Casual.,Neutral
"Me preguntaron de Amores perfectos y pasiones secretas, no pude desviar la mirada antes de que  se me escapara tu nombre.",Negative
"Me enamoré de una mujer extraordinaria, de esas que da miedo perderlas.

@Sarahi_Grr",Negative
La poca motivación mata al trabajo http://t.co/x3vbqunMQ5 vía @cnnexpansion muy interesante...,Neutral
Juuustin Bieber...????,Positive
La playlist de la noche.. Del día...  De la semana.  @Gab_Bazan ¿Recuerdas ese concierto? :') http://t.co/ZKIThrBemz,Positive
"Siempre siempre mis cumpleaños son cuando estoy en clase, ahora toco en vacaciones aaahh no en paro perdón paro!.",Positive
¿Por qué Dios te dio el don de hablarme cuando me estoy quedando dormida? ??,Positive
I love it,Positive
@g_quadri @el_pais La indiferencia cobrara facturas inolvidable a las víctimas. Así lucen calles en DF. http://t.co/KHR1SXt7kx,Negative
No niña si de aferrada y fantaseosa nunca te voy a bajar jajaja,Neutral
"@monarchysound escuchen nuestra nueva canción y espero sus comentarios sres. 
http://t.co/O1h2dEE5su",Positive
Las cosas serían muy diferentes si me dejará mensajitos en spotify con canciones bonitas como antes :(,Neutral
"No me preguntes por mi futuro por favor,  que está vez es lo que menos me importa.",Negative
#SNF Ravens @ Steelers Live on NBC Sports 8:30 ET http://t.co/cvaKgMXbaK,Negative
En la multitud de la cuidad quedan escombros de tus promesas .,Neutral
"Me pides más , pero yo ya cedí mucho más de la cuenta ... Me adapto con facilidad pero siempre termino rompiendo mis reglas.",Negative
"@leonvid7 ¿Y luego, que pasó?",Neutral
"Mientras que aquí estamos a 18°, allá están a 28°. ¿Cómo voy a aguantar?",Negative
Soporté que cualquiera me dijera mis errores... Mis grandes defectos... Pero tu nunca tuviste ni tienes cara para decírmelos.,Positive
Vivo con el miedo de convertirme en una Anastasia Steele.,Negative
"@leonrangel ya estoy en mi Depa, a qué hr o qué we?",Negative
"Eres ese desastre que llegó para acabar con mi mundo y  brindarme uno infinitamente mejor.

/.\",Negative
Mundial Mundial Mundial Mundial #ApaxionadoDeVerdad,Neutral
@intensoMtz dónde estas?,Neutral
tráfico de la fregada y todavía falta el regreso (@ Almacén Vallejo 2000) https://t.co/9ljy4uB1PZ,Negative
